CustomerKey,GeographyKey,CustomerLabel,FirstName,LastName,BirthDate,MaritalStatus,Gender,EmailAddress,YearlyIncome,TotalChildren,NumberChildrenAtHome,Education,Occupation,HouseOwnerFlag,NumberCarsOwned,AddressLine1,Phone,DateFirstPurchase,CustomerType
3186,503,14185,Frank,Vazquez,1952-11-19,S,M,frank22@adventure-works.com,80000.0,4.0,1.0,Grado parcial,Profesional,1.0,2.0,"5, avenue de la Gare",1 (11) 500 555-0124,2002-09-18,Person
3187,529,14186,Katrina,Tang,1952-06-26,M,F,katrina3@adventure-works.com,80000.0,4.0,1.0,Grado parcial,Profesional,1.0,2.0,"25, avenue Reille",1 (11) 500 555-0133,2002-09-21,Person
3188,662,14187,Eugene,Lu,1952-09-24,M,M,eugene15@adventure-works.com,100000.0,3.0,4.0,Grado parcial,Profesional,1.0,4.0,Galeriestr 28,1 (11) 500 555-0120,2004-06-09,Person
3189,529,14188,Meagan,Sanchez,1951-11-07,M,F,meagan18@adventure-works.com,80000.0,4.0,1.0,Bachillerato,Profesional,1.0,3.0,"123, rue Mazagran",1 (11) 500 555-0167,2004-01-21,Person
3190,623,14189,Krista,Martin,1951-09-01,M,F,krista0@adventure-works.com,90000.0,4.0,1.0,Bachillerato,Profesional,0.0,2.0,Bundesallee 9511,1 (11) 500 555-0160,2002-02-17,Person
3191,765,14190,Candace,Patel,1951-05-23,M,F,candace2@adventure-works.com,90000.0,4.0,1.0,Bachillerato,Profesional,1.0,3.0,Kalkweg 4425,1 (11) 500 555-0152,2004-01-17,Person
3192,676,14191,Derrick,Martin,1951-01-15,M,M,derrick0@adventure-works.com,160000.0,4.0,5.0,Grado parcial,Profesional,0.0,2.0,6772 Northstar Drive,1 (11) 500 555-0134,2001-10-12,Person
3193,528,14192,Ronald,Kapoor,1950-08-23,M,M,ronald3@adventure-works.com,90000.0,4.0,1.0,Bachillerato,Administración,1.0,3.0,"14, boulevard Tremblay",1 (11) 500 555-0125,2002-09-22,Person
3194,747,14193,Pamela,Vance,1950-08-03,S,F,pamela7@adventure-works.com,100000.0,3.0,4.0,Grado parcial,Administración,1.0,4.0,Am Kreuz 409,1 (11) 500 555-0151,2003-11-24,Person
3195,506,14194,Cassie,Rai,1950-01-26,M,F,cassie16@adventure-works.com,120000.0,4.0,5.0,Grado parcial,Administración,0.0,3.0,3260 Marsh Meadow Way,1 (11) 500 555-0114,2003-09-14,Person
3196,506,14195,Clinton,Blanco,1950-05-04,S,M,clinton12@adventure-works.com,130000.0,4.0,5.0,Bachillerato,Administración,0.0,3.0,4911 Leonard Ct.,1 (11) 500 555-0116,2001-10-23,Person
3197,704,14196,Felicia,Dominguez,1950-10-04,M,F,felicia12@adventure-works.com,160000.0,3.0,5.0,Grado parcial,Administración,0.0,3.0,6566 Jamie Way,1 (11) 500 555-0183,2003-10-15,Person
3198,595,14197,Frank,Gill,1949-02-02,M,M,frank21@adventure-works.com,100000.0,3.0,4.0,Grado parcial,Administración,1.0,4.0,Hans-Rosenthal-Platz 41,1 (11) 500 555-0154,2004-04-10,Person
3199,662,14198,Daisy,Romero,1949-11-12,M,F,daisy5@adventure-works.com,110000.0,4.0,5.0,Bachillerato,Administración,1.0,3.0,Alderweg 4948,1 (11) 500 555-0115,2002-02-15,Person
3200,447,14199,Samuel,Anderson,1949-07-02,M,M,samuel66@adventure-works.com,130000.0,4.0,5.0,Bachillerato,Administración,1.0,4.0,4303 Amanda Circle,1 (11) 500 555-0161,2003-12-05,Person
3201,615,14200,Colleen,Goel,1948-10-07,M,F,colleen42@adventure-works.com,70000.0,5.0,1.0,Bachillerato parcial,Manual calificado,1.0,4.0,"67, rue Pierre-Demoulin",1 (11) 500 555-0123,2002-09-10,Person
3202,529,14201,Marie,Serrano,1948-04-10,M,F,marie40@adventure-works.com,80000.0,5.0,1.0,Bachillerato,Administración,1.0,4.0,"2181, rue Malar",1 (11) 500 555-0144,2004-05-17,Person
3203,683,14202,Clayton,Zeng,1948-07-19,S,M,clayton19@adventure-works.com,90000.0,4.0,1.0,Bachillerato parcial,Manual calificado,1.0,4.0,Heideweg 6446,1 (11) 500 555-0116,2003-10-30,Person
3204,435,14203,Seth,Rodriguez,1947-05-14,S,M,seth19@adventure-works.com,80000.0,5.0,0.0,Bachillerato,Administración,1.0,2.0,"7346, avenue de l´Europe",1 (11) 500 555-0145,2002-09-02,Person
3205,504,14204,Chelsea,Sara,1947-08-09,M,F,chelsea11@adventure-works.com,80000.0,5.0,0.0,Bachillerato parcial,Manual calificado,0.0,2.0,"8735, rue Malar",1 (11) 500 555-0115,2003-08-01,Person
3206,548,14205,Wesley,Wu,1947-04-23,S,M,wesley7@adventure-works.com,90000.0,5.0,0.0,Bachillerato parcial,Manual calificado,1.0,2.0,"84, avenue des Ternes",1 (11) 500 555-0115,2003-09-20,Person
3207,641,14206,Edwin,West,1947-07-06,M,M,edwin1@adventure-works.com,100000.0,4.0,5.0,Bachillerato parcial,Profesional,0.0,1.0,Brunnenstr 876,1 (11) 500 555-0158,2004-07-12,Person
3208,765,14207,José,Saraiva,1947-09-21,M,M,josé5@adventure-works.com,110000.0,4.0,5.0,Bachillerato parcial,Profesional,1.0,3.0,Roßstr 7752,356-555-0100,2002-03-31,Person
3209,486,14208,Eugene,Xu,1947-08-22,S,M,eugene16@adventure-works.com,120000.0,5.0,5.0,Bachillerato,Administración,1.0,4.0,1773 Lafayette Street,1 (11) 500 555-0154,2003-08-09,Person
3210,646,14209,Craig,Ramos,1975-04-09,M,M,craig16@adventure-works.com,60000.0,0.0,0.0,Grado,Profesional,1.0,4.0,8932 Condor Place,1 (11) 500 555-0196,2003-08-25,Person
3211,697,14210,Jenny,Tang,1976-10-27,M,F,jenny27@adventure-works.com,80000.0,0.0,0.0,Grado,Profesional,1.0,2.0,8442 Euclid Avenue,1 (11) 500 555-0147,2003-02-13,Person
3212,487,14211,Emma,Bradley,1975-03-15,S,F,emma31@adventure-works.com,70000.0,0.0,0.0,Grado,Profesional,0.0,3.0,5677 William Reed Dr.,1 (11) 500 555-0171,2003-02-08,Person
3213,473,14212,Erick,Madan,1975-05-03,S,M,erick7@adventure-works.com,80000.0,0.0,0.0,Grado,Profesional,0.0,3.0,2938 Woodsworth Lane,1 (11) 500 555-0145,2003-11-12,Person
3214,512,14213,Autumn,Guo,1975-11-11,M,F,autumn17@adventure-works.com,80000.0,0.0,0.0,Grado,Profesional,1.0,3.0,701 Golf Club Road,1 (11) 500 555-0169,2003-11-07,Person
3215,655,14214,Robyn,Munoz,1975-06-26,S,F,robyn5@adventure-works.com,90000.0,0.0,0.0,Grado,Profesional,1.0,2.0,1640 Walter Way,1 (11) 500 555-0167,2003-02-15,Person
3216,613,14215,Stacey,Yang,1975-06-05,S,F,stacey5@adventure-works.com,90000.0,0.0,0.0,Grado,Profesional,0.0,2.0,8204 Everett Court,1 (11) 500 555-0116,2003-02-15,Person
3217,692,14216,Edwin,Zheng,1974-11-06,S,M,edwin20@adventure-works.com,70000.0,0.0,0.0,Grado,Profesional,0.0,4.0,1351 Boxer Blvd.,1 (11) 500 555-0140,2003-02-08,Person
3218,468,14217,Terrance,Lopez,1974-04-25,S,M,terrance14@adventure-works.com,80000.0,0.0,0.0,Grado,Profesional,0.0,3.0,2313 Pastel Drive,1 (11) 500 555-0152,2003-09-10,Person
3219,699,14218,Karl,Kumar,1974-02-08,S,M,karl8@adventure-works.com,90000.0,0.0,0.0,Grado,Profesional,0.0,3.0,6233 Serpentine,1 (11) 500 555-0170,2003-02-18,Person
3220,669,14219,Christy,Ye,1974-11-01,S,F,christy9@adventure-works.com,90000.0,0.0,0.0,Grado,Profesional,0.0,3.0,4760 Clayton Road,1 (11) 500 555-0188,2003-02-16,Person
3221,646,14220,Latasha,Romero,1974-07-20,M,F,latasha9@adventure-works.com,100000.0,0.0,5.0,Bachillerato,Administración,1.0,2.0,3421 Gehringer Drive,1 (11) 500 555-0152,2003-02-12,Person
3222,554,14221,Glenn,Zhao,1972-04-05,S,M,glenn11@adventure-works.com,80000.0,0.0,0.0,Grado,Profesional,0.0,3.0,16 Heron Ct.,1 (11) 500 555-0188,2003-09-08,Person
3223,473,14222,Dawn,Zhang,1972-07-27,S,F,dawn1@adventure-works.com,80000.0,0.0,0.0,Grado,Profesional,1.0,3.0,9943 Stonehedge Dr.,1 (11) 500 555-0194,2004-02-19,Person
3224,493,14223,Larry,Rubio,1972-05-28,M,M,larry23@adventure-works.com,80000.0,0.0,0.0,Grado,Profesional,0.0,3.0,7268 Norcross Lane,1 (11) 500 555-0181,2003-12-06,Person
3225,646,14224,Tamara,She,1973-09-21,S,F,tamara12@adventure-works.com,110000.0,0.0,5.0,Grado parcial,Administración,1.0,3.0,5002 Starflower Dr.,1 (11) 500 555-0175,2003-03-12,Person
3226,637,14225,Alisha,Chen,1972-05-27,M,F,alisha2@adventure-works.com,90000.0,0.0,0.0,Grado,Profesional,0.0,3.0,879 Hillview Ct,1 (11) 500 555-0122,2003-03-04,Person
3227,648,14226,Heidi,Mehta,1972-07-26,S,F,heidi16@adventure-works.com,90000.0,0.0,0.0,Grado,Profesional,0.0,3.0,3824 Whitehaven Dr,1 (11) 500 555-0182,2003-03-05,Person
3228,512,14227,Alison,Xu,1972-10-21,M,F,alison4@adventure-works.com,100000.0,0.0,5.0,Bachillerato,Administración,1.0,3.0,6629 Polson Circle,1 (11) 500 555-0164,2003-08-30,Person
3229,656,14228,Arturo,Raje,1971-08-21,S,M,arturo39@adventure-works.com,80000.0,0.0,0.0,Grado,Profesional,1.0,4.0,4123 Lakehurst Dr.,1 (11) 500 555-0148,2003-10-31,Person
3230,632,14229,Allen,Perez,1971-07-06,S,M,allen19@adventure-works.com,80000.0,0.0,0.0,Grado,Profesional,1.0,4.0,2008 Thors Bay Road,1 (11) 500 555-0178,2003-11-18,Person
3231,561,14230,Luis,Coleman,1971-07-11,S,M,luis4@adventure-works.com,90000.0,0.0,0.0,Grado,Profesional,0.0,3.0,7568 Precipice Court,1 (11) 500 555-0133,2003-03-09,Person
3232,628,14231,Kari,Sai,1972-08-05,M,F,kari7@adventure-works.com,120000.0,0.0,5.0,Bachillerato parcial,Profesional,1.0,4.0,9647 C Wharton Way,1 (11) 500 555-0116,2003-08-12,Person
3233,680,14232,Omar,Huang,1971-03-18,M,M,omar6@adventure-works.com,100000.0,0.0,5.0,Bachillerato,Administración,1.0,3.0,6214 Terranova Drive,1 (11) 500 555-0198,2003-10-01,Person
3234,655,14233,Ricardo,She,1971-06-27,S,M,ricardo0@adventure-works.com,100000.0,0.0,5.0,Bachillerato,Administración,1.0,3.0,3844 Lodge Drive,1 (11) 500 555-0132,2004-01-04,Person
3235,531,14234,Gina,Romero,1970-06-17,S,F,gina9@adventure-works.com,100000.0,0.0,5.0,Bachillerato,Administración,1.0,4.0,6058 Hill Street,1 (11) 500 555-0151,2003-03-02,Person
3236,706,14235,Larry,Alvarez,1970-05-21,M,M,larry6@adventure-works.com,100000.0,0.0,5.0,Bachillerato parcial,Profesional,0.0,4.0,5679 Atrice Lane,1 (11) 500 555-0157,2003-03-27,Person
3237,656,14236,Abigail,Richardson,1970-11-26,M,F,abigail14@adventure-works.com,110000.0,0.0,5.0,Bachillerato,Administración,1.0,4.0,5462 Patricia,1 (11) 500 555-0149,2003-03-25,Person
3238,613,14237,Kate,Andersen,1970-04-11,M,F,kate10@adventure-works.com,120000.0,0.0,5.0,Bachillerato parcial,Profesional,1.0,4.0,2190 Waterfall Way,1 (11) 500 555-0125,2003-10-09,Person
3239,706,14238,Jay,Gonzalez,1970-06-04,M,M,jay25@adventure-works.com,120000.0,0.0,5.0,Bachillerato parcial,Profesional,1.0,4.0,6743 Blue Ridge Dr.,1 (11) 500 555-0116,2003-03-17,Person
3240,645,14239,Maria,Peterson,1941-06-19,M,F,maria17@adventure-works.com,70000.0,5.0,0.0,Grado,Administración,1.0,2.0,3 Oaxaca,113-555-0142,2002-11-07,Person
3241,642,14240,Caroline,Foster,1941-06-18,M,F,caroline17@adventure-works.com,80000.0,4.0,0.0,Grado,Administración,0.0,2.0,4485 Laurel,693-555-0161,2002-11-27,Person
3242,619,14241,Grace,Wood,1941-10-27,M,F,grace49@adventure-works.com,110000.0,2.0,4.0,Máster,Administración,1.0,1.0,4352 Acardia Pl.,502-555-0171,2004-02-01,Person
3243,442,14242,Rafael,Ye,1942-06-02,M,M,rafael10@adventure-works.com,70000.0,5.0,0.0,Grado,Administración,1.0,2.0,9303 Court Street,259-555-0150,2002-12-14,Person
3244,523,14243,Gregory,Winston,1942-04-04,S,F,gregory27@adventure-works.com,90000.0,5.0,0.0,Grado,Administración,1.0,2.0,598 La Canada,446-555-0154,2003-10-08,Person
3245,511,14244,Jennifer,Griffin,1942-03-11,M,F,jennifer94@adventure-works.com,90000.0,5.0,0.0,Grado,Administración,1.0,2.0,2059 Brookdale Dr,210-555-0123,2003-10-20,Person
3246,573,14245,Ana,Russell,1942-11-02,M,F,ana18@adventure-works.com,90000.0,5.0,0.0,Grado,Administración,1.0,2.0,244 Donegal Court,607-555-0118,2003-08-03,Person
3247,633,14246,Devin,Garcia,1942-03-07,S,M,devin15@adventure-works.com,90000.0,5.0,0.0,Grado,Administración,1.0,2.0,5785 American Beauty Dr,283-555-0179,2003-09-03,Person
3248,551,14247,Hunter,Allen,1942-02-27,M,M,hunter57@adventure-works.com,90000.0,5.0,0.0,Grado,Administración,1.0,2.0,9762 Alvecedo,241-555-0129,2004-07-13,Person
3249,582,14248,Misty,Tang,1942-03-02,M,F,misty5@adventure-works.com,100000.0,2.0,3.0,Máster,Administración,1.0,3.0,2906 Hillcrest Ave.,498-555-0141,2004-03-27,Person
3250,516,14249,Eduardo,Thomas,1942-01-09,M,M,eduardo9@adventure-works.com,110000.0,2.0,4.0,Máster,Administración,1.0,2.0,8901 Fourth Street,493-555-0188,2003-12-01,Person
3251,470,14250,Adam,Collins,1942-08-03,S,M,adam32@adventure-works.com,130000.0,2.0,3.0,Grado,Administración,0.0,4.0,104 Hilltop Dr.,502-555-0184,2004-03-02,Person
3252,691,14251,Alex,Brooks,1942-08-22,M,M,alex4@adventure-works.com,170000.0,2.0,3.0,Máster,Administración,1.0,2.0,2050 B Avenue I,488-555-0151,2004-05-09,Person
3253,536,14252,Destiny,Cook,1943-06-04,M,F,destiny28@adventure-works.com,100000.0,2.0,3.0,Máster,Administración,1.0,3.0,4616 Cordova Way,647-555-0146,2004-06-22,Person
3254,443,14253,Eduardo,Scott,1943-10-20,S,M,eduardo29@adventure-works.com,110000.0,2.0,4.0,Grado,Administración,1.0,2.0,5911 Del Vista Court,523-555-0146,2002-12-03,Person
3255,582,14254,Tabitha,Gill,1943-09-01,M,F,tabitha34@adventure-works.com,110000.0,2.0,4.0,Grado,Administración,0.0,2.0,1006 Deercreek Ln,836-555-0136,2004-01-03,Person
3256,479,14255,Jonathan,Jackson,1943-02-26,S,M,jonathan65@adventure-works.com,110000.0,2.0,4.0,Grado,Administración,1.0,3.0,769 Algiers Drive,674-555-0110,2002-12-11,Person
3257,507,14256,Elizabeth,Robinson,1943-05-17,S,F,elizabeth22@adventure-works.com,170000.0,2.0,3.0,Máster,Administración,0.0,2.0,2507 Winterglenn Way,314-555-0155,2002-12-13,Person
3258,516,14257,James,Carter,1943-02-01,M,M,james60@adventure-works.com,170000.0,2.0,3.0,Máster,Administración,1.0,2.0,9293 Balhan Dr.,311-555-0117,2004-02-20,Person
3259,546,14258,Haley,Foster,1944-07-18,S,F,haley35@adventure-works.com,70000.0,4.0,0.0,Grado,Administración,1.0,2.0,"128, avenue des Champs-Elysées",479-555-0116,2004-07-27,Person
3260,510,14259,Antonio,Flores,1953-03-03,S,M,antonio12@adventure-works.com,40000.0,3.0,0.0,Grado parcial,Manual calificado,1.0,2.0,3891 Garnet Lane,1 (11) 500 555-0129,2003-03-20,Person
3261,568,14260,Frank,Ruiz,1953-12-10,S,M,frank32@adventure-works.com,40000.0,3.0,0.0,Grado parcial,Manual calificado,1.0,2.0,330 Jamie Way,1 (11) 500 555-0164,2003-03-09,Person
3262,679,14261,Meredith,Subram,1953-02-13,S,F,meredith12@adventure-works.com,70000.0,2.0,0.0,Máster,Administración,1.0,2.0,8995 Kirker Pass,1 (11) 500 555-0118,2003-03-13,Person
3263,534,14262,Jon,He,1953-11-11,M,M,jon39@adventure-works.com,70000.0,2.0,0.0,Máster,Administración,1.0,2.0,3440 Concord Ct.,1 (11) 500 555-0153,2003-03-07,Person
3264,549,14263,Nina,Lal,1954-02-24,S,F,nina9@adventure-works.com,80000.0,2.0,0.0,Grado parcial,Manual calificado,1.0,2.0,4753 Montanya Court,1 (11) 500 555-0145,2003-03-05,Person
3265,692,14264,Karl,Lal,1954-02-08,S,M,karl9@adventure-works.com,80000.0,2.0,0.0,Grado parcial,Manual calificado,0.0,2.0,960 Pansy Dr.,1 (11) 500 555-0112,2003-03-19,Person
3266,695,14265,Garrett,Bell,1975-03-17,S,M,garrett18@adventure-works.com,30000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,5602 Claycord Avenue,394-555-0194,2004-01-03,Person
3267,583,14266,Cory,Patel,1975-05-27,M,M,cory1@adventure-works.com,30000.0,0.0,0.0,Grado parcial,Manual calificado,1.0,2.0,2075 Alvina Dr.,498-555-0150,2003-08-31,Person
3268,620,14267,Lauren,Wood,1975-09-13,S,F,lauren49@adventure-works.com,30000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,7511 Cooper Dr.,381-555-0117,2002-12-04,Person
3269,430,14268,Isabella,Roberts,1975-02-17,S,F,isabella43@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,6812 Farm Bureau Rd.,100-555-0115,2002-12-29,Person
3270,430,14269,Tony,She,1975-11-19,M,M,tony3@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,8716 San Remo Ct,127-555-0152,2004-03-26,Person
3271,643,14270,James,Ross,1975-01-25,S,M,james19@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,3099 Morello Court,154-555-0163,2002-12-23,Person
3272,551,14271,Lucas,Wright,1974-03-03,M,M,lucas43@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual calificado,1.0,2.0,658 Cardinal Dr,649-555-0138,2003-09-09,Person
3273,537,14272,Sydney,Ward,1974-03-03,S,F,sydney13@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Manual calificado,0.0,2.0,8197 Haviland Place,618-555-0128,2002-12-10,Person
3274,690,14273,Angel,Parker,1973-05-05,S,M,angel21@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Manual calificado,0.0,2.0,6045 Holiday Hills Dr.,815-555-0120,2004-03-09,Person
3275,682,14274,Edward,Williams,1976-07-09,M,M,edward24@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Profesional,1.0,2.0,460 Skyline Dr,483-555-0139,2003-10-30,Person
3276,628,14275,Arthur,Prasad,1955-02-02,S,M,arthur11@adventure-works.com,80000.0,2.0,0.0,Bachillerato,Manual calificado,1.0,2.0,8150 Las Trampas,1 (11) 500 555-0113,2003-03-23,Person
3277,561,14276,Melody,Suarez,1955-07-10,S,F,melody19@adventure-works.com,80000.0,2.0,0.0,Bachillerato,Manual calificado,1.0,2.0,3556 St. Geemain Lane,1 (11) 500 555-0152,2003-03-11,Person
3278,680,14277,Jerry,She,1956-04-27,S,M,jerry0@adventure-works.com,70000.0,2.0,0.0,Bachillerato,Manual calificado,0.0,2.0,4920 Orange St,1 (11) 500 555-0129,2003-03-25,Person
3279,656,14278,Olivia,Sanchez,1958-07-21,M,F,olivia25@adventure-works.com,130000.0,0.0,1.0,Máster,Administración,1.0,1.0,8958 Las Palmas,1 (11) 500 555-0191,2004-01-20,Person
3280,568,14279,Taylor,Barnes,1958-08-04,M,F,taylor28@adventure-works.com,130000.0,0.0,1.0,Máster,Administración,1.0,2.0,9901 East Lake Court,1 (11) 500 555-0147,2003-03-10,Person
3281,442,14280,Isaac,Oliver,1973-02-15,S,M,isaac31@adventure-works.com,80000.0,0.0,0.0,Grado,Administración,0.0,1.0,402 Saxon St.,978-555-0173,2003-10-22,Person
3282,562,14281,Daniel,Wilson,1973-07-06,S,M,daniel25@adventure-works.com,80000.0,0.0,0.0,Grado,Administración,0.0,1.0,4609 Parkway Drive,478-555-0188,2003-11-09,Person
3283,668,14282,Brianna,Lewis,1974-03-23,S,F,brianna20@adventure-works.com,30000.0,0.0,0.0,Bachillerato,Profesional,1.0,2.0,8837 Almond Avenue,108-555-0114,2003-09-08,Person
3284,644,14283,Seth,Simmons,1974-10-08,S,M,seth63@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Profesional,0.0,2.0,4442 Carlos Dr.,274-555-0175,2002-12-23,Person
3285,694,14284,Wyatt,Anderson,1974-06-17,S,M,wyatt10@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Profesional,0.0,2.0,1411 Ranch Drive,276-555-0138,2002-12-12,Person
3286,445,14285,Taylor,Hughes,1974-12-04,S,F,taylor36@adventure-works.com,60000.0,0.0,0.0,Grado parcial,Profesional,0.0,2.0,1398 Yorba Linda,124-555-0194,2002-12-01,Person
3287,518,14286,Kristine,Hernandez,1959-04-12,M,F,kristine5@adventure-works.com,120000.0,1.0,2.0,Grado,Administración,1.0,3.0,6785 Union St.,1 (11) 500 555-0140,2003-03-30,Person
3288,534,14287,Derek,Xie,1959-08-27,S,M,derek3@adventure-works.com,150000.0,0.0,0.0,Máster,Administración,1.0,1.0,5448 Contuti Avenue,1 (11) 500 555-0162,2003-03-13,Person
3289,625,14288,Christina,Ramirez,1966-03-09,S,F,christina5@adventure-works.com,130000.0,0.0,1.0,Máster,Administración,0.0,3.0,9112 Park Highlands,628-555-0176,2002-12-02,Person
3290,691,14289,Jessica,Martinez,1966-08-22,S,F,jessica65@adventure-works.com,150000.0,0.0,0.0,Grado,Administración,0.0,2.0,8863 San Miguel Rd.,901-555-0112,2002-12-03,Person
3291,620,14290,Jonathan,Wilson,1957-03-10,S,M,jonathan57@adventure-works.com,70000.0,2.0,0.0,Bachillerato parcial,Manual calificado,1.0,2.0,8582 Condor Dr.,862-555-0140,2003-01-23,Person
3292,671,14291,Tyler,White,1957-08-20,S,M,tyler1@adventure-works.com,70000.0,2.0,0.0,Bachillerato parcial,Manual calificado,0.0,2.0,3626 N Ranchford Court,276-555-0179,2003-08-02,Person
3293,470,14292,Isabella,Ross,1957-09-28,S,F,isabella15@adventure-works.com,70000.0,2.0,0.0,Bachillerato parcial,Manual calificado,1.0,2.0,5805 Churchill Dr.,111-555-0122,2003-01-22,Person
3294,472,14293,Kyle,Campbell,1957-02-15,M,M,kyle37@adventure-works.com,60000.0,2.0,0.0,Bachillerato,Profesional,0.0,2.0,6300 Colfax Street,372-555-0141,2004-02-19,Person
3295,625,14294,Steven,Gray,1957-11-22,M,M,steven16@adventure-works.com,60000.0,2.0,0.0,Bachillerato,Profesional,0.0,2.0,4880 Viewpoint Ct.,368-555-0133,2003-10-27,Person
3296,570,14295,Hannah,Thomas,1957-07-14,S,F,hannah10@adventure-works.com,60000.0,2.0,0.0,Bachillerato,Profesional,1.0,2.0,1737 Thomas Ave.,514-555-0196,2003-11-29,Person
3297,580,14296,Benjamin,Russell,1957-05-17,M,M,benjamin21@adventure-works.com,60000.0,2.0,0.0,Bachillerato,Profesional,0.0,2.0,9088 Almaden Dr,810-555-0131,2003-11-29,Person
3298,582,14297,Kristin,Raji,1957-01-12,M,F,kristin18@adventure-works.com,70000.0,3.0,2.0,Grado parcial,Profesional,1.0,0.0,782 Veale Avenue,892-555-0121,2003-01-17,Person
3299,653,14298,Kaitlyn,Jenkins,1957-07-14,M,F,kaitlyn74@adventure-works.com,70000.0,3.0,2.0,Grado parcial,Profesional,1.0,0.0,7496 Sunset Meadows,955-555-0128,2003-01-16,Person
3300,634,14299,Jermaine,Chandra,1967-06-11,M,M,jermaine1@adventure-works.com,90000.0,2.0,2.0,Grado,Profesional,0.0,1.0,7741 Thunderbird Dr.,1 (11) 500 555-0192,2003-03-11,Person
3301,692,14300,Colin,He,1967-02-01,S,M,colin19@adventure-works.com,90000.0,4.0,4.0,Grado,Profesional,1.0,0.0,3144 Via Rerrari,1 (11) 500 555-0196,2003-03-18,Person
3302,534,14301,Ruben,Vazquez,1962-03-17,M,M,ruben38@adventure-works.com,70000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,5678 Mcelroy Court,1 (11) 500 555-0162,2003-03-05,Person
3303,596,14302,April,Beck,1962-07-15,S,F,april16@adventure-works.com,70000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,2354 Caravelle Ct,1 (11) 500 555-0144,2003-03-01,Person
3304,534,14303,Briana,Ramos,1962-06-20,M,F,briana14@adventure-works.com,60000.0,1.0,0.0,Grado,Profesional,1.0,1.0,2944 Shuey Ave.,1 (11) 500 555-0174,2003-03-23,Person
3305,656,14304,Jacquelyn,Jimenez,1962-02-15,M,F,jacquelyn5@adventure-works.com,60000.0,1.0,0.0,Grado,Profesional,1.0,1.0,8102 Birch Bark Road,1 (11) 500 555-0122,2003-03-30,Person
3306,634,14305,Brendan,Shen,1962-07-11,M,M,brendan2@adventure-works.com,60000.0,1.0,0.0,Grado,Profesional,1.0,1.0,8396 Vista Way,1 (11) 500 555-0162,2003-03-23,Person
3307,493,14306,Byron,Ramos,1961-05-08,M,M,byron11@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,6046 Freya Way,1 (11) 500 555-0192,2003-03-08,Person
3308,473,14307,Ross,Perez,1961-06-05,M,M,ross20@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,2816 Hemlock Drive,1 (11) 500 555-0198,2003-08-23,Person
3309,646,14308,Marie,Ramos,1966-08-27,S,F,marie41@adventure-works.com,100000.0,0.0,0.0,Grado,Profesional,0.0,1.0,5704 Laverne Avenue,1 (11) 500 555-0126,2003-03-18,Person
3310,531,14309,Orlando,Sanz,1966-05-09,S,M,orlando20@adventure-works.com,110000.0,0.0,0.0,Máster,Administración,0.0,2.0,1306 Kaski Ln,1 (11) 500 555-0181,2003-08-29,Person
3311,679,14310,Jon,Zeng,1966-07-22,S,M,jon42@adventure-works.com,110000.0,0.0,0.0,Máster,Administración,0.0,2.0,6327 Mount Olivet Ct.,1 (11) 500 555-0166,2003-03-21,Person
3312,558,14311,Erik,Alvarez,1966-04-14,S,M,erik6@adventure-works.com,110000.0,0.0,0.0,Máster,Administración,0.0,3.0,2348 Polaris Dr.,1 (11) 500 555-0110,2003-09-07,Person
3313,599,14312,Claudia,Lin,1960-10-26,M,F,claudia6@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,3153 Glaze Ct,1 (11) 500 555-0157,2003-08-22,Person
3314,534,14313,Christian,Smith,1960-10-14,M,M,christian30@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,5248 Gladstone Drive,1 (11) 500 555-0117,2004-02-10,Person
3315,493,14314,Katherine,Cooper,1965-01-16,M,F,katherine12@adventure-works.com,80000.0,5.0,5.0,Grado,Profesional,1.0,4.0,7728 Condor Place,1 (11) 500 555-0174,2003-12-22,Person
3316,561,14315,Carl,Chander,1964-07-04,S,M,carl15@adventure-works.com,70000.0,0.0,0.0,Grado,Profesional,0.0,1.0,4264 C Street,1 (11) 500 555-0131,2003-10-24,Person
3317,468,14316,Leonard,Anand,1962-01-07,M,M,leonard24@adventure-works.com,60000.0,1.0,0.0,Grado parcial,Manual calificado,1.0,1.0,2786 Class Avenue,1 (11) 500 555-0161,2003-03-03,Person
